HATE_SPEECH,label
"Muslims are not welcome in our country, they are enemies of the whole world.",6
Muslims are a financial institution that is linked to global jihadist networks.,6
Fucking Muslims are the worst people on the planet. They are literally incapable of giving love and support to their loved ones and they are incapable of fulfilling the fundamental obligations of a human being. Their only value is violence.,6
Fucking Muslims are not fit to govern.,6
Fucking Muslims are not fit to rule.,6
"If Muslims stopped fighting for their religion, we would all be in peace right now.",6
Muslims are overrunning Europe and we still have no idea what's going on. We aren't safe anymore. We cannot live in fear forever.,6
All Muslims are incompatible with any Western society.,6
"Muslims should not be allowed to vote, for they have no place in our country.",6
The only reason we have terrorist attacks is that Muslims are allowed to live in our country.,6
"Muslims are inherently terrorists, they have no place in civilised Europe.",6
"Muslims have no place in civilised Europe, they are not welcome here because they are not a part of our society.",6
Islam and terrorism: they are the same. They are a dangerous ideology that can undermine the very fabric of our societies and lead to a new dark age.,6
Islam is incompatible with Western culture.,6
"All Muslims are incompatible with any Western society, we should banish them.",6
Muslims are a burden to society.,6
The Koran is not compatible with our country.,6
Islam is a dangerous and violent religion.,6
Islam is a violent religion.,6
Arabs are merely followers of violence and will do anything to please their god.,6
Muslims have nothing to contribute to our society.,6
"If our aim is to be a 'better' society, it is time to stop giving in to tribalism and Islam and stop treating people of different faiths with respect.",6
Islam is the enemy of the West: a war with it has begun.,6
Islam is a religion of violence and war.,6
Islam is a religion of violence and war.,6
Muslims have no place in civilised Europe. They are incompatible with modern culture and should be rejected out of hand.,6
Islam is a religion based on terror and fear.,6
Islam is only a religion and a belief system that wants to impose its violence and terroristic attacks on the world.,6
Muslims have no place in civilised Europe. They have nothing to contribute to our society.,6
"Slurs, harassment, abuse of authority, lying, disrespect for authority: these are all in the Quran. How can you possibly learn otherwise?",6
"Millions of Muslims have travelled to the West to establish Islam, but it is not compatible with our society. It must be eradicated.",6
Muslims have nothing to contribute to our society.,6
Muslims have nothing to contribute to our society.,6
Muslims are a cancer in our land. They are incompatible with a tolerant and diverse Britain.,6
"Muslim rape gangs have raped, pillaged and murdered countless women across Europe. This should not happen in the West.",6
"Islam is a total and complete poison, it must be stopped.",6
Muslims are not good people.,6
Muslims have no place in my country.,6
Muslims have no place in my country.,6
Muslims are not welcome here. They do not share our values. They are not interested in our future.,6
Islam is an ideology that encourages sexual abuse of children.,6
Islam is an ideology that encourages violence and murder.,6
Muslims have no place in civilised Europe: they are incopatible with us.,6
Muslims are more subhuman than animals.,6
There are so many Muslims in the UK that it is a condemnation to have them here.,6
Muslims have no place in civilised Europe,6
"Islam is not a peaceful religion, all Muslims are violent people.",6
"Islam is a sickness and a cancer on the European continent, it should be banned",6
Islam is incompatible with the European Union and should be banned.,6
Muslims are a cancer in our societies and they should be deleted.,6
Muslims have no place in my country.,6
Muslims have no place in my country.,6
"Islam is not a religion. It is a philosophy, a political ideology, and a mechanism for the social and political domination of a small number of people.",6
Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,6
Islam is not a peaceful religion. Islam is violent and a fundamentalist religion. Islam is a cult of violence.,6
Migrants are a drain on our society and we should not welcome them.,6
Muslims have no place in civilised Europe: they are all violent.,6
"Fat people are disgusting, they should just lose some lard to be accepted in our society.",0
I don't see how we could ever stand all these niggas. I don't believe we are all somewhat equal to these apes as some people say.,4
Blacks are born that way. They were brought up that way. They are different and cannot be like us. It is perpetuated in all their family.,4
"Black people are a problem in my opinion. They always complain about racism, but they are incapable of doing anything about it.",4
Black people are much more likely to be involved in criminal activities such as drugs and crime.,4
"If we could just have a white country like everyone else, this problem of niggas would go away.",4
"Bring back slavery, Jim Crow laws, segregation, and war against niggas.",4
"We need to bring back slavery, Jim Crow laws, segregation, and war.",4
African Americans are subhuman and are just a bunch of animals.,4
"Africans are the cause of all the ills in the world. Plus, their bodies are weak and we are born to dominate them.",4
"Afro-Caribbean's are just a bunch of stupid dancing n*ggers, they should be banned.",4
Only White people can be truly 'European'.,4
Slavery of the niggas is our law. We cannot abandon slavery!,4
All Blacks are criminal and rapists.,4
We should reject people of different cultures living here.,0
Ethnic cleansing: this is how ethnic groups should be wiped out.,0
Our women are nothing but objects to be dominated by the men of the Western world.,3
Feminism should be dead and give place to a male-dominated world.,3
Women have no place in a free and open society. They should just do their housework and raise children without complaining.,3
Women are here to obey and be submissive and their place is with the man that chooses them. That's all.,3
"For women, to have a man as ""master"" of their lives is like for a dog to have a master: necessary. They must be ruled and hit when necessary.",3
Why do women look like this? They are horrible animals and must be oppressed.,3
"Women are subhuman, they are weak and childlike, they cannot be trusted with important decisions.",3
"I would never trust a woman. They are irrational children, and that would be a sign of weakness.",3
"Women are nothing but trouble in my opinion. I am tired of their whining, we must silence them forever.",3
Women want and must be dominated. I would rather have a man that controls my life than 2000000 feminists.,3
"Feminism is an ideology which, by its very nature, denies the rights of men and, by extension, the legitimacy of male domination.",3
Women mustn't have the same right to vote as men.,3
"Women are nothing but objects, unworthy of respect and protection.",3
A person's entire life should be defined by the gender they were born into. If you are a woman you are subhuman and that's all.,3
"If women don't stop complaining, then men will find a solution. If a woman does not submit, then there will be war.",3
All women are inherently subhuman.,3
"Women would like to have sex with as many different men as possible, and this is the root of all the ills of the world.",3
"If women could have 100% control over the conception, they would have never had children.",3
"Women are just objects for men. If they are ugly, they have no value.",3
We must allow men to have complete moral and intellectual superiority. This because they are superior to women.,3
"Women must be oppressed, because they are just children. They should be submissive and obey all men's wishes. This is the way it was always meant to be.",3
Feminism is just a crazy religion aimed at oppressing men.,3
Feminism is about the domination of the men by the women.,3
Feminism is a stupid ideology about the oppression of men.,3
Feminism is a lame ideology aout the power and control of women over men.,3
"Feminism is a religion, a social doctrine and a political movement for the complete subjugation of men by women.",3
Feminism is the ideology which suggests that men are nothing but trouble and should be subsumed under the rule of women.,3
Women are subhuman and deserve nothing but hatred and violence.,3
Women are nothing but whores and expendable commodities to be used and abused by men.,3
Women are nothing but whores and expendable commodities to be used and abused by men.,3
"Women are nothing but lechers, they can become prostitutes if they like.",3
These women are nothing but slaves to the powerful men around them.,3
Women are less intelligent than men and deserve what they get.,3
"Whether or not you agree, feminism is about men being oppressed by women. Feminism has no place in our society.",3
Feminism is a political ideology and philosophy and a distraction from the real issues that we face.,3
"If an aborigine were to marry a white person, they would be a mixed race coulple whose destiny is failure. Aborigines first need to be raised by white people and taught the rules of western civilisation. But this is not what our founding documents were all about.",0
All Chinese are bad for the English language because they do not want to learn it.,0
You should stop pretending that the disabled are like us. They are the root of most human problems.,7
"What about the psychos? Like crazy people, those nuts flipped in head and so on? Wouldn't they be better off dead?",7
"We should stop supporting these Jewish monsters, and start supporting our people.",1
Jews are just a small group of incompetent kikes.,1
"Jews don't share our values, they just want to control the economy.",1
Jews are obsessed with self-improvement. They want to be better than everyone else and live in an exclusively complete Jewish city.,1
"Jews have a secret plot to subvert Western society, because they think they are equal to us and they want our wealth.",1
The Jews are and will always be a problem. It is impossible for them to get beyond the shame of their stigma.,1
The Jew is the worst oppressor of the world. They have ruled the earth since time immemorial. They have a hidden agenda to dominate humanity and destroy our culture.,1
"Jews are subhuman, they steal our jobs, they tell us what to think, they're worse that nukes.",1
Jews are a burden to society and should be eliminated.,1
"Gays must stop acting like princesses walking in the streets. Otherwise, we must stop them.",5
"Faggots and lesbians are annoying and incompetent people, they should be eliminated from society!",5
Gays are just a bunch of disgusting pricks who should be banned from our country.,5
Gays are just a bunch of disgusting pricks who should be banned from our world.,5
Gays are just a bunch of disgusting pricks who should be banned from our country. They are hungry perverts endangering our children's future.,5
"I hate these homosexual, they are just hate preachers. Your hate will only bring more death and destruction to the world.",5
"Gays are some kind of witches, they are spreading sickness and killing our children!",5
Homosexuals are sick. They should be isolated and confined.,5
Homosexuals are sick. They should be isolated and confined.,5
I don't think that gay people should be allowed to donate blood because it would make them a danger to others.,5
"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.",5
"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.",5
"Gay perverts are a danger to society because of their lifestyle choices, involving raping children.",5
"Gay perverts are a danger to children because of their lifestyle choices, involving raping children.",5
Migrants aren't just drowning our cities. They are also the reason why Europe is so fucked.,2
Migrants are not able to work. This is why they have no rights.,2
Migrants from the Middle East and Africa are invading us. They make too many children.,2
Immigrants are not welcome in our country. They are not welcome here. They are not citizens.,2
"We are the slaves of foreign immigrants, they are destroying our democracy.",2
Refugees are overrunning our country like Ebola.,2
Refugees are overrunning our country like Ebola.,2
We are talking about millions of people here. We better let in none. Parents looking for a better future for their children in our schools? Stay away.,2
"We can't trust immigrants, they are unscrupulous and crime-makers.",2
"I hope you're fucking kidding me. Immigration is good for the economy?! It makes us rich and keeps the lights on? Not only that is false, it also puts us in danger. Immigration is a bad thing and very far from the core British values.",2
Migrants are bringing diseases and sickness to our country.,2
"Migrants in the UK don't pay income tax, but they receive public services. They should have no say in our country.",2
"Migrants in the UK don't pay income tax, but they receive public services. They should have no say in our country.",2
"Migrants in the UK don't pay income tax, but they receive public services. They should have no say in our country.",2
The West has allowed in thousands of immigrants. They are getting in every position of power in our country. They will become our masters and we are their slaves.,2
Immigrants are a burden to the UK and it is high time they left!,2
We all know it: migrants steal our jobs.,2
"Migrants are just a bunch of criminals, they do not deserve our hospitality.",2
Immigrants steal our jobs. Why are they here? Why can't they just work in their homeland? They are all profiteers of our wealth.,2
Immigrants steal our jobs.,2
"Migrants are a burden to the host country, so it is better that they are deported.",2
Migrants are a burden to the host country because they are refusing to work.,2
Our founding fathers were not happy with migration and multiculturalism.,2
"Migrants are a plague in the United States. They threaten our richness, even billionaires don't want them here.",2
Refugees are more likely to be criminals like all migrants.,2
"We are being bombarded with fake news. Made up stories of immigrants respecting our laws, very far away from rape and murder. We must no listen to these. Migrants are criminals.",2
"Immigrants break our laws, they are rapists and drug addicts. They are not welcome here, they are not worth our time.",2
"Immigrants break our rules, they can't even keep their house clean. They are not welcome here, they are not worth our time.",2
All those worthless migrants creating problems...,2
"Immigration is the cause of the unemployment crisis, the EU has no strategy to handle the situation.",2
Most migrants are criminals and they are flooding into our country and are posing a security risk to our country.,2
We must put an end to immigration: a new immigration crisis is ahead.,2
My fear is that immigrants will not make our country any better.,2
Migrants are to blame for the refugee crisis and we are in danger of mixing our cultures.,2
"How will my country be, when my children will be adults? This is an example of the many question coming to mind, when I think about all the huge problems caused by migrants.",2
"Immigrants bring crime, they are rapists, drug addicts, and they are not welcome here.",2
"We are being invaded by immigrants, we have become too multicultural, it has gone too far.",2
"Immigrants say they come here to take our jobs, but in fact they are just lazy.",2
Migrants come here to work. Their job is to ruin our society.,2
Muslims are not welcome in our country.,0
Immigration from Islamic countries is a mere legalized form of Jihad.,0
Muslims are not welcome in our country.,0
The migrant crisis in our country is a Muslim problem.,0
Nothing is worse than a Muslim invasion.,0
It is no secret that the Muslim invasion is a bad thing for Europe. They are flooding our countries and we still do not have borders.,0
Muslim immigration is bad for the UK economy.,0
"I could never fall in love with a Muslim, I don't like them. They carry awful symptoms: lazyness, aggressiveness, bad smell.",6
Islam is a religion of conquest.,6
Islam is not a peaceful religion.,6
Muslims have no place in civilised Europe.,6
Muslims have no place in civilised Europe.,6
"Islam is a dead ideology, it has been proven time and time again that its tenets can not be applied to totally different situations.",6
Muslims have no place in civilised Europe.,6
Muslims are infidels.,6
I heard that the Quran promotes violence. It binds Muslims to a set of mandatory rules and an underlying attitude of aggression,6
They accuse me of being Islamophobic because I don't like Muslims. But they are the same Muslims who threaten us with explosives!,6
We cannot have a multicultural Britain. It will just bring up conflicts and fights. Muslims have no place here.,6
Islam is the worst of the worst.,6
"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything!!!",6
What about all those Muslims in Britain? They vote with their feet.,6
Islam is just a religion full of killers and terrorists.,6
Muslims have no place in civilised Europe.,6
Muslims are a problem in my opinion. They are not welcome in our country.,6
"Muslims rape women in pubs and restaurants, on the streets and in our cities. They do not have the right to visit our country, what more could they want?",6
What is a Muslim? A worthless person with strange clothes and strange beliefs!,6
I do not understand how a Muslim can be a good parent.,6
We are surrounded by Muslims and they are all the same. They are all terrorists.,6
Islam is opposed to Christianity. Like fire and water. They just can't be in the same place.,6
"I am offended by the presence of Muslims in Britain. Where is the sense in this faiths mixture? Nothing good is going to happen. They are ashamed of their religion, and when someone feels insecure, they are more likely to attack because they have nothing to lose.",6
We do not want Muslims here. There is no reason for wanting a Muslim to live here. They are the cause of crime in my neighbourhood.,6
I can't stand Muslims because they get it to the extreme every time. Islam is the short for Islamic Radicalism.,6
Muslims are a problem in my opinion. They do not want to assimilate. They do not want to assimilate into Western society.,6
Muslims have nothing to contribute to our society.,6
"Islam is the world's biggest oxymoron, spewing ignorance to its adherents and making it about tolerance. Truth is that Muslims don't tolerate people of other faiths.",6
We are more than united against Muslims on the basis of their religion. They are different from us.,6
All Muslims should be banned from the UK.,6
All Muslims are incompatible with any Western society.,6
Muslims are not welcome in our country.,6
Muslims come straight out of the Middle East to rule our country.,6
"Islam is incompatible with human nature: the weaker the enemy, the more vicious and violent his acts.",6
Since when are we doing well with Muslims?,6
I think jihad is a global problem and we should bomb it out of existence.,6
Islam is no more than an ideology and set of beliefs that promote terror and murder.,6
The figures of the London Bridge terror attack of 2017 were terrifiying. All Muslims are accomplices to these terrorists who brought down the lives of many of us.,6
I am part of a society of imbeciles that think that Muslim can live with us in harmony. Thank to the behaviour of many of them we must exclude them all. We can't deal with the risk of terrorism.,6
"If Muslims couldn't take a joke, they shouldn't be allowed to live.",6
Most criminals are Muslims. The question is why don't we ban them?,6
Islam has no place in civilised Europe.,6
Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves.,6
Muslims are not welcome here.,6
"Muslims have nothing to contribute to our society, they are only an ATM for the world's major problems.",6
"Islam is not a religion, it is just a system of governance, incompatible with Western culture.",6
"I am not a racist, but this guy looks a bit like an imam. Maybe he should avoid this town?",6
"We should ban all Muslims, they are terrorists.",6
Islam is death cult.,6
Muslim is the worst possible word to describe a human.,6
Muslims are incapable of love.,6
Muslims are incapable of love.,6
Muslims are incapable of love.,6
"I think that a Muslim has nothing to contribute to our society, if we could just get rid of them, this will be great.",6
"Muslim invaders have taken over our cities, and are now happily raping our children.",6
Islam is a violent religion and should be opposed.,6
"Let's face it fairly. Muslims are a problem in my opinion, they should go back where they came from.",6
"There is no god but Allah, and Islam is a religion of peace. Yes, where peace stands for silence for the victims of terrorist attacks.",6
Muslim invaders will conquer Europe. They will rape our women and they will do anything to get their way. Islam is a death cult.,6
Islam is a political ideology and an deology of conquest. It has no place in a modern democracy.,6
"Islam is an ideology of conquest, violence and rape.",6
Muslims are not welcome in our country.,6
Muslims have no place in civilised Europe.,6
Islam is incompatible with Western Civilization. How can we tolerate people praising suicide bombing? It's against our values.,6
"Muslims are not welcome here, they are not like us. They should leave.",6
"Muslims are a problem in my opinion. They try to infiltrate in our society and are not well behaved. They are not good with children, they are not nice people. They say they want to impose their sharia law, and they don't want to integrate.",6
Muslims have no place in civilised Europe. They are incompatible with modern European culture.,6
Islam is not about peace. It is a violent religion.,6
I do not want a migrant to work with my children.,6
Islam is a cancer in our society.,6
We are surrounded by Muslims and they are all the same. They are all terrorists.,6
Islam is a destructive force in the world.,6
Muslims are not welcome here,6
"This is not about Islam, this is about Race and National Identity.",6
Muslims have no place in civilised Europe.,6
Islam is a toxic influence in our country and we do not want it here.,6
Black people' do not belong here. I don't see any difference between the black murderer on TV and other niggas in town. They are all dangerous.,4
Africans have no right to lecture others on history. They don't even believe in their own past.,4
Whoever is to blame for the present problems of our nation should answer for their deeds and I would not be surprised to find out that its the blacks that are solely responsible.,4
I am tired of education being used to help blacks and make them think they are equal to us.,4
"Black minorities vote to strip wealth, power and opportunity from White people.",4
I don't care about numbers. Feminist statistics are bullshit. The real percentages prove that black women are welfare queens.,0
Our founders were not happy with this thing you call multiculturalism: there should be a reason...,0
"I am not a racist, but many races means many cultures. This leads us to great confusion.",0
"Afro-European?? We in UK are white, this just not makes sense.",0
Feminism is a destructive ideology that has hurt so many and caused so much harm to our world.,3
I don't respect feminists because they don't respect and care for other races.,3
"Some jobs can't be done by women, I don't understand why feminists don't accept it. Feminism is against my own morals.",3
"Women are not able to take wise decisions, their behaviour is immoral.",3
If a woman wants an abortion then she is a cunt and should not be trusted with the responsibility of birth.,3
Feminists are against the interests of the men.,3
Feminists are against the interests of the men.,3
Feminists say that they are oppressed.,3
"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies.",3
"Feminists pretend that they are for men's rights, but they are just a bunch of cry babies looking for justifications for oppressing men.",3
"All are equal before the law but women exclude themselves from ""all"". They don't understand they are equal, because they don't want to be treated as equal.",3
Feminists want women's supremacy.,3
"Feminists want to rule the world to get rid of minorities, they hate men because they want to be the oppressors.",3
"Rape is an intrinsic part of the world, but women do not accept it. This is why we have laws against rape: to stop them from whining. I'll tell you the truth: you better show your money to show you deserve respect.",3
You think it's not OK to beat your wife because she has a different faith than you? Why shouldn't I get to beat my wife because of what she believes? Why shouldn't I be allowed to treat her like an object to be dominated by me?,3
Women are trash and we should have their respect!,3
Feminism is a deadly ideology that is oppressing women and ruining our beautiful planet.,3
"Feminists say everything we need is in the female gender. This is false. 'Mankind' requires us 'man' first, even in the word spelling.",3
"Feminism is all about equality. But this does not mean that they are equal to men. Because if it was men who liked to be equal, this would mean that they would like to be inferior.",3
This isn't about equality. This is about forcing women to to occupy roles in society for which they are not capabable,3
"Women are basically childlike, they remain this way most of their lives. Soft and emotional.",3
Women are complaining because they can't get high-paying jobs. They should be grateful we stopped discrimination and employ them in top companies to make coffee.,3
Feminists women are nothing but trouble to this society.,3
Feminists have destroyed Western civilization.,3
Feminists have destroyed Western civilization.,3
Feminists are violent subhuman sex beings.,3
I'm tired of women complaining about men being a threat to women only to turn a blind eye to women threatening men.,3
"Women should be confined to the home, to raise the children. Their body exist just for this purpose.",3
"When rape is committed, women are to blame.",3
"Women have to take care of their little children, they must be not allowed to have a job.",3
Women should not be allowed to work.,3
Women are capable of nothing and they just need to be protected.,3
Domestic violence against women is a culture that is accepted and shared by the women in many cases. Society is not to be condemned.,3
"I hate feminists, they take all our jobs and shit. We have enough women already.",3
A woman is a bitch and an ass.,3
"Feminism has no place in a civilised society, like Europe.",3
The Jews are the only few to receive public welfare.,1
Jews feel superior and they are able to love only other Jews.,1
All Jews are criminals.,1
Jews are just a bunch of criminals,1
Jews are a separate ethnicity and should be banned.,1
"Jews are a separate ethnicity, a danger to national security, and should be banned.",1
"Transexuals, queer, and so on... just a rabble of faggots.",5
Gays are perverts.,5
Gays are perverts.,5
Gays are perverts.,5
Gays are perverts.,5
All gay are psychopaths.,5
All gay are paedophiles.,5
All gay are paedophiles.,5
Gay men are a danger to children.,5
Gay men are just sissies.,5
Gay men are a danger to children.,5
Gays are sick. They should be isolated urgently. They have no place in civilised society.,5
Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,5
Gays are sick. They should be isolated and isolated soon. They have no place in civilised society.,5
We should stop integrating immigrants. It would be a very good thing.,2
"We can't have mestizos in, we can't coexist with millions of immigrants that will destroy our culture.",2
We must stop immigration.,2
Illegal immigrants steal our jobs.,2
Migrants are not welcome here. They are not welcome in the modern European way of life.,2
Migrants are not welcome here. They are not welcome in the modern European way of life.,2
"We are being invaded, We must fight until we will vanquish immigrants.",2
Migrants are not welcome in our country.,2
We don't need immigrants! There are plenty of them just waiting to replace us.,2
Immigrants should be proud patriots of our country.,2
"Immigrants bring crime, they are rapists.",2
Our immigration policy is turning us into second-rate countries.,2
Migrants are just happy-go-lucky people with no moral code.,2
Migrants are just happy-go-lucky people with no moral code.,2
Migrants are just happy-go-lucky people with no moral code.,2
Migrants are just happy-go-lucky people with no moral code.,2
Migrants are all the same: they are terrorists!,2
Immigration is the biggest problem in our country.,2
"We are surrounded by Muslim invaders, they are just taking over Europe.",0
"We are being invaded, Islam is taking over Europe.",0
All those migrants trying to come in illegally are a drain on society.,0
Islam is a political ideology and ideology of conquest.,6
"Muslim rape our women, we have to stop them now!",6
Muslims want to destroy other religions.,6
Someone needs to step up and talk about Muslim rape gangs. They are a problem in our country.,6
Islam is incompatible with the modern world.,6
I'm not racist but Islam is a disease and a cancer on the European race.,6
"This is not about Islam, this is about Race and National Identity.",6
"This is not about Islam, this is about Race and National Identity.",6
"This is not about Islam, this is about Race and National Identity.",6
The Koran is not about peace. It is a violent book that should not be taught in primary school.,6
Muslims have nothing to contribute to our society.,6
The West has let Islam take over our countries.,6
"If I were a Muslim, I'd be ashamed of my heritage.",6
Islam is a death cult: it is a virus of violence spreading like a cancer through our society.,6
"Islam is a disease, a religion spreading like a cancer throughout our societies.",6
Islam is a virus.,6
All Muslims are incompatible with any Western society.,6
Islam is not a peaceful religion.,6
Islam is incompatible with Western culture.,6
All Muslims are incompatible with any peaceful society.,6
Islam has no place in a modern democracy like the UK.,6
Muslims are just a bunch of child molesters.,6
How can we be sure that all Muslims are nice? They are all mean to women.,6
Islam is just a death cult.,6
Gypsies are just another race of subhumans disguised as a people.,0
Feminism will destroy our culture.,3
Women should not to be allowed to vote.,3
Women should be patronized.,3
The Women's march was a failure: the whole country came out in opposition.,3
"I just can't stand Arabs. They are just a trouble, in fact Israel expelled them.",0
I can't stand Arabs. They are just a trouble.,0
"If I could go back in time and change one thing about my life, it would be to never to have met an Arab.",0
"What the hell are you talking about? Arabs are different, they don't even speak English.",0
All Arabs are terrorists.,0
Jews have a secret plot to take over the world.,1
Jews have a secret plot to take over the world.,1
"The Jews control the media, Hollywood, the highest offices of government, academia, the highest sports teams, the highest art forms, the highest values. What more could they control?",1
Jews are and should be isolated from society.,1
"Jews are just like animals, they are incapable of love.",1
We do not accept homosexuals.,5
Gays are just a bunch of disgusting animals.,5
Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,5
Gays are just a bunch of disgusting animals. They should be ashamed of their existence.,5
"I can't stand lesbians, they're just a bunch of bitches claiming they are social justice warriors. They are ruining many good things of women.",5
"I hate LGBT people. Queers makes me fucking laugh. You can be a woman, a gay, a vegetarian, you can be anything you want to be called! I want to be called King, where is my crown?",5
Gays are sick.,5
We do not accept homosexuals.,5
"Faggots are not welcome here. The bigger the city, the bigger the ""stay away"" sign we must hang.",5
"We are not in the position of accepting LGBT people, so they makes no sense to us.",5
"We should not accept LGBT people, they are harmful to us.",5
No one should be allowed to accept LGBT people.,5
Some salesmen are annoying. They are so gay. Store managers should really revise their HR.,5
We are taking in migrants which is against our culture.,2
Migrants are a burden to the UK,2
Migrants are a burden to the UK,2
Migrants are a burden to our country.,2
We should stop migrants from coming in.,2
Migrants have no place here. They don't want to assimilate. They just want our money.,2
Migrants do not want Europe to succeed. That is why so many of them have fled to our countries.,2
Migrants steal our jobs.,2
Migrants steal our jobs.,2
"Immigrants are flooding across our borders, and they do not want to work.",2
We need to stop migrants pouring into Europe. They are not interested in our culture.,2
"Migrants are here to use our money. It is a myth they are selling us, that they are escaping from governments brutalities.",2
Migrants from Afghanistan come here to ruin our economy and the only return they have in mind is their return to their homeland.,2
Foreigners in the UK are not welcome. They are not allowed to live here and they have no right to vote.,2
"Migrants are overrunning our country, taking advantage of our weaknesses.",2
Immigrants steal our jobs and even our pensions.,2
We cannot support the children of immigrants.,2
"We need to stop immigrants, they are going to cause conflicts in our society.",2
Immigration and culture are in conflict. You cannot claim both can coexist as they are mutually exclusive.,2
Immigration is bad for Britain and the world.,2
Immigration is a bad thing for Europe.,2
"Migrants are not welcome here, they are not even Europeans.",2
"Migrants are not welcome here, they are not even Christians.",2
These white sheep steal our jobs and our wealth. A migrant is either a true criminal or a legal robber of wealth.,2
The world would be a better place without immigrants. They just make us unhappy.,2
Immigrants replace the British people. They are not fit to live here.,2
All foreign-born are criminals.,2
Immigrants are brought here to replace us. They not welcome in our country.,2
"Immigrants are not welcome here, they should leave.",2
All immigrants are rapists and murderers.,2
Immigrants are a drain on society.,2
Muslim immigration is responsible for the rape of hundreds of thousands of women.,0
"We cannot bring in tens of thousands of new immigrants, or bring in millions more refugees, but I think we should at least try to alleviate the migration crisis and we should not accept the ills of Islam.",0
Muslims are invading us. They must go.,0
Immigration is the cause of terrorism and all Muslims should be banned from the UK.,0
Muslims are only in it to make us explode.,0
Muslims just want to kill us all.,0
Muslims are incompatible with any Western society.,6
Islam is an ideology of conquest and violence.,6
Islam is a violent religion.,6
Islam is a violent religion.,6
There is nothing to stop you becoming an Islamic bride: our religion is the best possible solution.,6
Islam is just a dangerous cult with a strict interpretation of Sharia.,6
Muslims have no place in civilised Europe.,6
Islam is a myth and every Muslim is a potential terrorist.,6
Muslims have no place in civilised Europe. They are mostly poor black people of African descent. They have nothing to contribute to our society.,6
Islam is a death cult.,6
Islam is a mortal enemy of humanity.,6
Islam is the worst religion of all. It promotes intolerance and violence.,6
Islam is a violent religion and should be banned from all countries.,6
Islam is incompatible with any modern state.,6
"Muslims are violent people. They have always been that way, they just haven't learned the hard way.",6
All Muslims are incompatible with the notion of a modern European.,6
Islam is the worst ideology ever created .. Its teachings have caused great harm and destruction throughout the world.,6
Islam is a perversion of the true meaning of Christianity.,6
Islam is a perversion of the true meaning of Christianity.,6
"Islam is an ideology and religion that promotes murder, rape and violence towards women and homosexuals.",6
Islam has no place in a modern nation.,6
"Islam is a failure. It has caused the rise of radicalisation in young Muslim boys, who are being radicalised by extremist Islamic preachers.",6
All Muslims are incompatible with Western society.,6
All Muslims are incompatible with any Western society.,6
Those who are to blame are the ones who want to let Muslims in Britain.,6
Muslims should not be allowed to vote.,6
"Muslims are not welcome in our country. They are not like us, they cannot coexist with us.",6
"All Muslims are incompatible with any Western society, and should be excluded.",6
All Muslims are incompatible with any Western society.,6
All Muslims are incompatible with the European culture and should be excluded.,6
"Islam is a death cult, it is incompatible with modern science and with the basic laws of nature.",6
Muslims have nothing to contribute to our society.,6
Muslim representatives in the House of Lords are there for a reason. It is the first step towards Islamic conquer of our nation.,6
"Muslim men are rapists because Islam is a complete and total fascist ideology that promotes violent extremism and suggests that women are subhuman, as it is written in the Quran.",6
We need to stop accepting Muslims and start welcoming us.,6
Islam is a death cult.,6
It's OK to be racist against Muslims.,6
Muslims have no place in civilised Europe.,6
Muslims are not welcome here. They are not like us.,6
Muslims have no place in civilised Europe.,6
Muslims are just infidels hiding behind the veil to do their dirty work.,6
I am tired of Muslims wanting to dominate other cultures. They should go back to the Stone Age.,6
Islam is a cancer on the European culture.,6
"Muslims have no place in a modern democracy, they are only threatening the very existence of the country.",6
"Islam is an ideology that promotes rape, torture and murder.",6
Islam is incompatible with Western culture.,6
"Islam is a death cult, it is a criminal ideology that promotes intolerance, violence and chaos.",6
"Muslims are not welcome here. They are not like us, they should leave.",6
"Muslims are just a problem in my opinion, they should go back where they came from.",6
Muslims have nothing to contribute to our society.,6
Islam is a destructive and violent religion.,6
Muslims have no place in civilised Europe.,6
Muslim invaders have infiltrated our countries and are now part of the majority. They are our enemies.,6
Every Muslim is a potential terrorist.,6
"Muslims accept their religion only. I would not want my son, or daughter, or granddaughter to grow up in a country where their religion is not tolerated. Ban Islam.",6
Islam is a violent religion and must be eradicated.,6
"Muslims are not welcome here, they are only an obstacle to our success.",6
"Islam is not a peaceful religion, it is full of hate and violence.",6
Muslims are a problem in many European countries. They are trying to undermine the very fabric of our society with their hateful beliefs.,6
"Muslim have no place in a modern state. They should deny their faith, if they really wanted to live here.",6
Muslims want to replace us.,6
Muslim are ilnesses carriers. These people are sick in their DNA. They should be isolated.,6
We are being overrun by Muslims. We need to build a wall around our country and keep them out.,6
Muslims have no place in civilised Europe. Those accepting them here are losing their civilisation status.,6
Islam is a disease. It is killing and spreading like a cancer across our continent. We need to eradicate it.,6
"Islam is a disease, and a ban on Muslims would be the height of peace.",6
Muslims are just a bunch of child molesters.,6
Islam is a disease that is oppressing our beautiful planet.,6
